Ids,Molecular Weight,No. of Hydrogen Bond Donors,No. of Hydrogen Bond Acceptors,TPSA,No. of Rotatable Bonds,C Ratio,N Ratio,NO Ratio,Hetero Ratio,Halogen Ratio,Number of Rings,Number of Aromatic Rings,Number of Rings (size 3),Number of Rings (size 4),Number of Rings (size 5),Number of Rings (size 6),Log(BCF),Log(Koc),Parachor,Index of Refraction,Surface Tension,Density,Polarizability,LogS (pH = 7.40),LogP,LogD (pH = 7.40),LogSw|LogSw,LogSw|pH,pKa(Acid)|pKa,pKa(Base)|pKa,Neutral form (pH = 7.40),Negative form (pH = 7.40),Positive form (pH = 7.40),Total energy (VAMP Electrostatics),Electronic energy (VAMP Electrostatics),Heat of formation (VAMP Electrostatics),HOMO eigenvalue (VAMP Electrostatics),LUMO eigenvalue (VAMP Electrostatics),Molecular surface area (VAMP Electrostatics),Mean polarizability (VAMP Electrostatics)
DB00366,0.0504519986,0,0.0260869565,0.0133270972,0.0397350993,0.8636363636,0.1333333333,0.1875,0.1744186047,0,0.125,0.2222222222,0,0,0,0.2,0.4837849845,0.4841713222,0.1485371239,0.3368421053,0.1887600806,0.1397849462,0.1522029372,0.7151898734,0.6890878297,0.696860239,0.6115627823,0.7539797395,1,0.7395091053,0.05,0,0.95,0.9560323413,0.9820281171,0.8562664799,0.328548598,0.7302915758,0.0579492657,0.0671624396
DB00256,0.1251875361,0.1369863014,0.1217391304,0.1276899873,0.0662251656,0.6590909091,0.12,0.4125,0.3837209302,0,0.25,0.1111111111,0,0,0,0.4,0.341625944,0.3414028554,0.3055384085,0.4947368421,0.5180191532,0.4086021505,0.3034601691,0.8236889693,0.5792402613,0.5215337594,0.8184281843,0.6259044863,0.2244053775,0.8321456849,0,0,1,0.8728800561,0.9392569513,0.7220575288,0.3192956815,0.6603440928,0.1167121529,0.1304842413
DB09000,0.0623935796,0,0.0260869565,0.0292029492,0.0331125828,0.8409090909,0.1733333333,0.1625,0.1976744186,0,0.1875,0.2222222222,0,0,0,0.3,0.5548645047,0.5549348231,0.1726838953,0.4526315789,0.310609879,0.2365591398,0.1867489987,0.6247739602,0.731913864,0.7288135593,0.4977416441,0.7192474674,1,0.7644497229,0.01,0,0.99,0.950725317,0.9792405117,0.8866491757,0.431803942,0.6621644208,0.0647088857,0.082043484
DB01182,0.066437837,0.0273972603,0.0347826087,0.0307742434,0.0728476821,0.8522727273,0.0533333333,0.2,0.1860465116,0,0.125,0.2222222222,0,0,0,0.2,0.5317636606,0.5319677219,0.1911999422,0.3578947368,0.2184349798,0.1720430108,0.1929238985,0.8309222423,0.7038470844,0.6938038344,0.6639566396,0.8024602026,0.6146156498,0.7644497229,0.01,0,0.99,0.9393220268,0.9761658214,0.8150991422,0.3010819206,0.7028353894,0.0761474507,0.0821585822
DB01044,0.0740742407,0.0273972603,0.0608695652,0.0431501558,0.0264900662,0.6931818182,0.1466666667,0.325,0.3023255814,0.0547945205,0.25,0.1111111111,0.3333333333,0,0,0.3,0.4398045313,0.4400993172,0.1757369993,0.4210526316,0.3051915323,0.3279569892,0.1804072096,0.6075949367,0.6254536656,0.5943317588,0.6142728094,0.5933429812,0.3598759049,0.7410926366,0,0.06,0.06,0.9246581045,0.969728402,0.8170856846,0.3737772587,0.6562934878,0.0705016756,0.0817068168
DB04861,0.0808334139,0.0410958904,0.0434782609,0.0372853922,0.0397350993,0.7613636364,0.04,0.2125,0.1976744186,0.095890411,0.25,0.2222222222,0,0,0,0.4,0.5228787206,0.5226567349,0.1976147973,0.3789473684,0.2593876008,0.2849462366,0.1990987984,0.712477396,0.7101379143,0.7190886357,0.603432701,0.7532561505,0.6308169597,0.7383214568,0.05,0,0.95,0.9164303697,0.9692930281,0.7632130305,0.3441118756,0.6958101146,0.0773732894,0.088735761
DB00234,0.0601285255,0.0136986301,0.0347826087,0.0208735134,0.0397350993,0.8409090909,0.0533333333,0.2125,0.1976744186,0,0.1875,0.2222222222,0,0,0,0.3,0.4940026655,0.4941030416,0.1672172264,0.3473684211,0.2047001008,0.1774193548,0.1704494882,0.7097649186,0.6948947496,0.710197277,0.6269196025,0.7510853835,1,0.7272367379,0.1,0,0.9,0.9444527065,0.9774203108,0.8224990498,0.3715304608,0.7436151375,0.0645454293,0.0752538967
DB00549,0.1191256486,0.0273972603,0.0782608696,0.0652218468,0.059602649,0.7613636364,0.0933333333,0.275,0.2790697674,0,0.3125,0.4444444444,0,0,0.25,0.3,0.6063971568,0.6064556176,0.2905064593,0.4421052632,0.2630418347,0.2956989247,0.3166444148,0.547920434,0.7578030486,0.758821895,0.4390243902,0.4522431259,0.3085143054,0.4247822644,0,1,0,0.8911277915,0.9488319007,0.8118355894,0.4166609521,0.6265277646,0.1132032649,0.1327893772
DB00879,0.0452515964,0.0410958904,0.052173913,0.0596198414,0.0132450331,0.4659090909,0.2533333333,0.475,0.511627907,0.0821917808,0.125,0,0,0,0.125,0.1,0.3851621502,0.3848541279,0.0779764983,0.5368421053,0.4000126008,0.564516129,0.090787717,0.8101265823,0.603193806,0.6332314532,0.8166214995,0.6114327062,0.6149603585,0.4908946952,1,0,0,0.9525885145,0.9862774007,0.8128431024,0.3546329638,0.653315576,0.0395525168,0.0463389607
DB06268,0.0919607451,0.0136986301,0.0695652174,0.0758582997,0.0397350993,0.6022727273,0.0933333333,0.35,0.3953488372,0.0410958904,0.25,0.3333333333,0,0,0.375,0.1,0.4922256775,0.4922408442,0.2016856026,0.4526315789,0.3724168347,0.4193548387,0.2067200712,0.8227848101,0.6910234696,0.6821339261,0.6639566396,0.3422575977,0.3092037229,0.2106096595,0,1,0,0.9166965317,0.9670613665,0.8331915643,0.3315660436,0.5495758242,0.0742187459,0.0916829837
DB01274,0.0671036324,0.0547945205,0.052173913,0.0477274041,0.0529801325,0.7613636364,0.1066666667,0.3,0.2790697674,0,0.125,0.2222222222,0,0,0,0.2,0.4517992004,0.451893234,0.1782729108,0.4210526316,0.2794858871,0.2419354839,0.1870271473,0.9168173599,0.6598112751,0.6510141706,0.8500451671,0.6997105644,0.4088245433,0.7525732383,0.02,0,0.91,0.9355375779,0.975256806,0.8017693333,0.3741579358,0.7120568998,0.0711138409,0.0788224866
CID108051,0.056309199,0.0136986301,0.0260869565,0.0140365444,0.0264900662,0.875,0.12,0.175,0.1627906977,0,0.1875,0.2222222222,0,0,0,0.2,0.5362061306,0.5363128492,0.1608023713,0.3894736842,0.2239793347,0.1774193548,0.1719514909,0.7368896926,0.7186063392,0.7110308419,0.5980126468,0.7532561505,0.4898310927,0.7711797308,0.01,0,0.99,0.951364325,0.9797914476,0.8561307564,0.3992189217,0.7445245336,0.0625658255,0.0752633808
CID5464097,0.0801676185,0.0410958904,0.0608695652,0.0561987293,0.0529801325,0.7613636364,0.0933333333,0.3,0.2790697674,0,0.1875,0.1111111111,0,0,0.125,0.2,0.5033318525,0.5034140286,0.2127941185,0.3684210526,0.2892515121,0.252688172,0.2066644415,0.9475587703,0.6842487297,0.6173937205,0.7091237579,0.2764109986,0.2140641158,0.7046714173,0,1,0,0.9225606206,0.9658395863,0.7696464947,0.307741198,0.7581480706,0.0826102275,0.0919226016
CID6918975,0.0468328606,0.0136986301,0.0260869565,0.0285723295,0.0331125828,0.8522727273,0,0.2,0.1860465116,0,0.125,0.2222222222,0,0,0,0.2,0.5046645935,0.5046554935,0.125891879,0.3894736842,0.2527721774,0.2204301075,0.1298397864,0.7513562387,0.6985240745,0.6649069186,0.5329719964,0.3892908828,0.2950706653,0,0,1,0,0.9561966424,0.9860180532,0.814045945,0.317835502,0.6475329463,0.0491302373,0.0589916229
CID57989740,0.1101014213,0.0547945205,0.0695652174,0.088134364,0.0463576159,0.625,0.1866666667,0.275,0.3255813953,0.1095890411,0.25,0.4444444444,0,0,0.125,0.3,0.4793425144,0.4792054624,0.2525734497,0.4421052632,0.3638482863,0.3870967742,0.255952381,0.5072332731,0.6905395596,0.7085301473,0.4417344173,0.489146165,0.3660806618,0.4813935075,0.12,0.88,0,0.8928031278,0.9529295561,0.8209444341,0.3307972004,0.5994367358,0.0923021392,0.1094265368
CID45138674,0.118421615,0.0136986301,0.0695652174,0.0409062006,0.0529801325,0.7045454545,0.1333333333,0.25,0.2325581395,0.1369863014,0.3125,0.3333333333,0,0,0,0.5,0.5157707685,0.5158286778,0.2663819327,0.4,0.2198840726,0.3225806452,0.2859368046,0.547920434,0.7215097992,0.6874131703,0.4462511292,0.4739507959,0.2761116856,0.6373713381,0,0.96,0,0.8748957956,0.9428787386,0.778483091,0.4245326397,0.6678448404,0.1050987305,0.1207987403
CID25227436,0.0861147912,0.0684931507,0.0695652174,0.0631460568,0.0397350993,0.6931818182,0.2666666667,0.3375,0.3139534884,0.0410958904,0.25,0.3333333333,0,0,0.125,0.3,0.4340293203,0.4338919926,0.2195092789,0.4736842105,0.3932081653,0.3225806452,0.2274143302,0.5388788427,0.6527945802,0.6863017505,0.5347786811,0.6642547033,0.6184074457,0.6638954869,0,0,1,0.9219060825,0.9674539739,0.8618703184,0.3801576377,0.6954731116,0.0821343005,0.0984351323
CID294641,0.0298033429,0.0410958904,0.0434782609,0.0446216019,0.0132450331,0.4090909091,0.24,0.5625,0.523255814,0.1232876712,0.0625,0,0,0,0.125,0,0.3882718792,0.3885785227,0.0457242641,0.4631578947,0.3844506048,0.5752688172,0.050400534,0.8661844485,0.6179530607,0.5804390108,0.8717253839,0.4544138929,0.2078593588,0.757719715,0,0.02,0,0.9680161252,0.9921679965,0.8187260587,0.2065074398,0.7030647221,0.0269553698,0.0291451703
DB00531,0.04836464,0.0136986301,0.0347826087,0.0270010353,0.0331125828,0.4659090909,0.1866666667,0.3625,0.4186046512,0.1917808219,0.0625,0,0,0,0,0.1,0.4064860062,0.4065797641,0.1085742727,0.3052631579,0.2203881048,0.2956989247,0.099799733,0.8779385172,0.6336801355,0.6682411781,0.8843721771,0.6555716353,1,0.5083135392,1,0,0,0.9589437339,0.9876209887,0.7889007695,0.1937492985,0.7247846914,0.0446341649,0.0487523031
DB00977,0.0563069497,0.0273972603,0.0173913043,0.0212623956,0.0066225166,0.9318181818,0,0.1125,0.1046511628,0,0.25,0.1111111111,0,0,0.125,0.3,0.5513105287,0.5518311608,0.1551660855,0.4210526316,0.3019153226,0.2311827957,0.1619381397,0.486437613,0.7144931043,0.7610447346,0.4932249322,0.5643994211,0.4912099276,0,1,0,0,0.9507889914,0.9793212004,0.8322098197,0.3393279222,0.7398801208,0.0594726036,0.0742557285
DB06267,0.1058502275,0.0273972603,0.0869565217,0.0663727278,0.0728476821,0.6818181818,0.2266666667,0.35,0.3604651163,0,0.25,0.2222222222,0,0,0.25,0.2,0.5024433585,0.5027932961,0.2528098011,0.4526315789,0.2678931452,0.3064516129,0.2780930129,0.7296564195,0.6864263247,0.6546262851,0.5555555556,0.7670043415,0.5087900724,0.7996832937,0,0,1,0.9034258342,0.955186734,0.8456689877,0.3662299452,0.6065907543,0.1085946,0.1206537375
CID44242317,0.1213457165,0.0410958904,0.0956521739,0.0736143445,0.0529801325,0.6818181818,0.0933333333,0.325,0.3023255814,0.0684931507,0.375,0.2222222222,0.3333333333,0,0.125,0.4,0.4575744114,0.4574798262,0.2774821068,0.4631578947,0.4016507056,0.4086021505,0.2815420561,0.5180831826,0.6576336801,0.669074743,0.4471544715,0.486251809,0.3602206136,0.4117181314,0.11,0.89,0,0.8729578513,0.9466023736,0.7521411029,0.3741184154,0.6652831913,0.1081767709,0.1229412283
CID121858,0.03173325,0.0273972603,0.0608695652,0.0562880671,0.0264900662,0.4204545455,0.3066666667,0.675,0.6279069767,0,0.0625,0.1111111111,0,0,0.125,0,0.3718347401,0.3718187461,0.0632448545,0.4421052632,0.4153855847,0.4462365591,0.0643635959,0.9258589512,0.602467941,0.6323978883,0.9322493225,0.6049204052,0.5960013788,0.4742676168,1,0,0,0.9629724818,0.9898843308,0.8317232567,0.2427867151,0.6266565082,0.031519574,0.0324875797
CID54708673,0.1029216273,0.0136986301,0.0695652174,0.0538601811,0.0529801325,0.7840909091,0.1866666667,0.275,0.2558139535,0,0.3125,0.2222222222,0,0,0.25,0.3,0.5721901377,0.5723153321,0.2541834198,0.4526315789,0.2498109879,0.2795698925,0.2859924344,0.5189873418,0.732639729,0.7076965824,0.4905149051,0.497829233,0.2933471217,0.6797307997,0,0.63,0,0.9066323268,0.9509765907,0.8535974944,0.3045140597,0.6474916528,0.1075599969,0.1239178917
DB06742,0.0746838034,0.0547945205,0.0260869565,0.0306270988,0.0198675497,0.7159090909,0.1466666667,0.2125,0.1976744186,0.1506849315,0.125,0.1111111111,0,0,0,0.2,0.4975566415,0.4972067039,0.1422112481,0.4526315789,0.3402847782,0.4946236559,0.151034713,0.8092224231,0.6861843697,0.689913865,0.6919602529,0.7923299566,0.6594277835,0.7399049881,0.04,0,0.96,0.9536915777,0.9846244807,0.8305792961,0.3867994107,0.7074247726,0.0545178505,0.0683742923
DB00339,0.0173286758,0.0273972603,0.0347826087,0.036192318,0.0066225166,0.5340909091,0.44,0.55,0.511627907,0,0.0625,0.1111111111,0,0,0,0.1,0.3864948912,0.3867163253,0.0432578677,0.3789473684,0.3596270161,0.2795698925,0.0408322207,0.931283906,0.6143237358,0.6460127813,0.9376693767,0.5976845152,0.6177180283,0.4303246239,1,0,0,0.9817359925,0.9954434866,0.8475978849,0.1944742,0.6322400075,0.0184030073,0.0230252205
DB01418,0.0691122653,0.0136986301,0.0608695652,0.0590838146,0.0331125828,0.7272727273,0.0533333333,0.3375,0.3139534884,0,0.1875,0.2222222222,0,0,0,0.3,0.5051088405,0.5052762259,0.1654710066,0.4631578947,0.3660534274,0.3494623656,0.172340899,0.7341772152,0.6924751996,0.6579605446,0.5212285456,0.3943560058,0.2933471217,0,0,1,0,0.9305135445,0.9744015235,0.8172110006,0.2628947483,0.5989759376,0.0635390079,0.0750365488
DB01232,0.1405300721,0.0821917808,0.0956521739,0.0876298683,0.0860927152,0.7840909091,0.16,0.275,0.2558139535,0,0.3125,0.3333333333,0,0,0,0.5,0.5490892936,0.5487274984,0.3861537007,0.4,0.2829511089,0.2311827957,0.3887961727,0.5569620253,0.7210258892,0.7677132537,0.5618789521,0.6490593343,0.519131334,0.6452889945,0,0,1,0.870735039,0.9252308404,0.7997129207,0.3472794626,0.6452003739,0.1431533772,0.1648814823
CID72495,0.1308850356,0.0821917808,0.0695652174,0.0747757359,0.1059602649,0.7954545455,0.0933333333,0.2375,0.2441860465,0,0.25,0,0,0,0.125,0.3,0.6139493558,0.6139044072,0.3760267383,0.3473684211,0.2529611895,0.1935483871,0.3590898976,0.6754068716,0.7098959594,0.6332314532,0.5365853659,0.6946454414,0.0179248535,0.8107680127,0,0,1,0.8827060847,0.938051662,0.7316594822,0.3132680086,0.6648228196,0.1429944895,0.1562400393
CID85045053,0.0594627301,0.0136986301,0.0173913043,0.0196017636,0.0132450331,0.9318181818,0,0.1125,0.1046511628,0,0.25,0,0,0,0.125,0.3,0.5237672146,0.5238981999,0.1658324852,0.3894736842,0.2547253024,0.2043010753,0.1703938585,0.4873417722,0.6965884346,0.7404834676,0.4941282746,0.5658465991,0.5811789038,0,1,0,0,0.9482569586,0.9771246634,0.8465619379,0.281079636,0.7151691008,0.0636161119,0.0774179498
CID9809715,0.1110168901,0.0273972603,0.0782608696,0.04951416,0.0529801325,0.7840909091,0.1733333333,0.2875,0.2674418605,0,0.3125,0.3333333333,0,0,0.125,0.4,0.4864504665,0.486654252,0.2905537296,0.4631578947,0.3065146169,0.2688172043,0.3130841121,0.5307414105,0.6888458747,0.7224228952,0.5112917796,0.6707670043,0.5194760427,0.690023753,0.47,0,0.53,0.8980781356,0.9532864196,0.8579020932,0.4217176684,0.6131451634,0.1096233369,0.1291552735
DB05812,0.0682530293,0.0136986301,0.0173913043,0.0174051049,0.0066225166,0.9431818182,0.0533333333,0.1,0.0930232558,0,0.3125,0.1111111111,0,0,0.125,0.4,0.5912927588,0.5915580385,0.1938943481,0.4105263158,0.2566784274,0.1989247312,0.2036604361,0.4828209765,0.7403822889,0.7907752153,0.4896115628,0.5904486252,0.645294726,0.6060965954,0.99,0,0.01,0.9426297832,0.9728980142,0.8420562467,0.3349444964,0.690454071,0.0703298095,0.0925040783
DB01431,0.0572246677,0.0136986301,0.0086956522,0.0106311978,0.0132450331,0.9772727273,0,0.0625,0.0581395349,0,0.25,0,0,0,0.125,0.3,0.6232785429,0.6232153942,0.1705456103,0.3473684211,0.1989037298,0.1397849462,0.1746217178,0.4538878843,0.7645777885,0.8185607113,0.460704607,0.5658465991,0.6535677353,0,1,0,0,0.9521107451,0.9773930153,0.8245674864,0.319380497,0.7961228448,0.0641589757,0.0806069522
DB00341,0.0771108077,0.0136986301,0.0434782609,0.0278576271,0.0529801325,0.7840909091,0.0933333333,0.2375,0.2209302326,0.0547945205,0.1875,0.2222222222,0,0,0,0.3,0.4722345624,0.4717566729,0.20144369,0.3894736842,0.2612147177,0.247311828,0.205329328,0.7649186257,0.6818291798,0.6382328425,0.7091237579,0.4269175109,0.250947949,0.66152019,0,0.8,0,0.9302324957,0.9719687839,0.8229311173,0.3495176887,0.7191904421,0.0778703178,0.0890002147
DB00850,0.0805027655,0.0136986301,0.0347826087,0.0290347839,0.0397350993,0.7840909091,0.1466666667,0.1875,0.2209302326,0.0547945205,0.25,0.2222222222,0,0,0,0.4,0.5455353176,0.5456238361,0.2076138519,0.4315789474,0.2621597782,0.252688172,0.2235758789,0.5660036166,0.7234454391,0.7618782995,0.5447154472,0.6859623734,0.653912444,0.6884402217,0.46,0,0.54,0.9339530012,0.9725583172,0.8620592697,0.4338267909,0.6933437648,0.0786161528,0.0980087983
CID62956,0.0875925872,0.0273972603,0.052173913,0.0550320828,0.059602649,0.7727272727,0.04,0.25,0.2674418605,0,0.1875,0.1111111111,0,0,0.125,0.2,0.5535317637,0.5536933582,0.2356173221,0.3578947368,0.2933467742,0.247311828,0.2241321762,0.9439421338,0.7048149044,0.6179494304,0.6233062331,0.2930535456,0.2330230955,0.2885985748,0,1,0,0.9208261492,0.9660283233,0.7501478698,0.303210879,0.7032775032,0.0924713859,0.1012277187
DB00367,0.0599170905,0.0136986301,0.0173913043,0.0196017636,0.0132450331,0.9318181818,0,0.1125,0.1046511628,0,0.25,0,0,0,0.125,0.3,0.5313194136,0.5313469894,0.1692804351,0.3684210526,0.2456527218,0.1935483871,0.1705607477,0.4575045208,0.7011855795,0.7457627119,0.4643179765,0.5658465991,0.5894519131,0,1,0,0,0.9477820152,0.9765386989,0.832642111,0.2549433884,0.7168678518,0.063252295,0.0788652775
CID44201352,0.0657450498,0.0684931507,0.0695652174,0.0714492167,0.0529801325,0.6590909091,0.1066666667,0.4125,0.3837209302,0,0.0625,0.1111111111,0,0,0,0.1,0.4122612172,0.4121663563,0.1667890133,0.3684210526,0.3130670363,0.2849462366,0.1583222074,0.9538878843,0.6264214856,0.5570991942,0.783197832,0.2185238784,0.2471561531,0.3499604117,0,1,0,0.931769204,0.9737688116,0.76865691,0.2475495548,0.6890337954,0.0664784451,0.0702797348
CID11552706,0.075889433,0.0273972603,0.0434782609,0.0373589645,0.0397350993,0.7954545455,0.1466666667,0.225,0.2093023256,0.0547945205,0.1875,0.2222222222,0.3333333333,0,0,0.2,0.5099955575,0.5102420857,0.203793301,0.3789473684,0.2629788306,0.2311827957,0.2049399199,0.4828209765,0.6958625696,0.7396499028,0.4896115628,0.5607814761,0.4657014822,0.4861441013,0.99,0.01,0,0.9279434229,0.9721717853,0.8318815993,0.2749244691,0.6313021155,0.079076667,0.0894294244
DB00796,0.0887082444,0.0273972603,0.0782608696,0.0624366096,0.0463576159,0.7272727273,0.24,0.3375,0.3139534884,0,0.3125,0.5555555556,0,0,0.25,0.3,0.5686361617,0.5685909373,0.2081310443,0.5263157895,0.3169732863,0.3440860215,0.2419336894,0.8824593128,0.7227195742,0.6562934148,0.6196928636,0.3371924747,0.208893485,0.6159936659,0,1,0,0.9176825325,0.9648027941,0.9052650505,0.3490323457,0.6702794522,0.0838653697,0.101711363
DB06751,0.079049712,0.0136986301,0.0434782609,0.0257240303,0.059602649,0.8409090909,0.04,0.2125,0.1976744186,0,0.1875,0.2222222222,0,0,0,0.3,0.6063971568,0.6064556176,0.2221425116,0.3578947368,0.1961945565,0.1720430108,0.2311971518,0.4710669078,0.7285264941,0.7766046124,0.4769647696,0.6128798842,1,0.6401425178,0.94,0,0.06,0.9268446905,0.9694043175,0.8102710807,0.4281517338,0.7011376623,0.0862308822,0.0982231053
CID67091,0.0743171661,0.0273972603,0.0434782609,0.048457872,0.0198675497,0.7727272727,0,0.2375,0.2674418605,0,0.25,0.1111111111,0,0,0.125,0.3,0.5508662817,0.5505896958,0.182977694,0.4421052632,0.365171371,0.3333333333,0.185246996,0.7386980108,0.6820711348,0.6265629341,0.7452574526,0.1975397974,0.0175801448,0,0,1,0,0.9317848787,0.9717213993,0.7907958302,0.3258842193,0.6520624368,0.0691255714,0.082438296
DB00660,0.0394033933,0.0136986301,0.0347826087,0.0249935624,0.0198675497,0.75,0.08,0.3125,0.2906976744,0,0.125,0.1111111111,0,0,0.125,0.1,0.4806752554,0.4804469274,0.102487529,0.3157894737,0.1818296371,0.1935483871,0.1029149978,0.6537070524,0.6762642149,0.717143651,0.6603432701,0.5643994211,0.5608410893,0.3396674584,1,0,0,0.9609936631,0.9876715905,0.8111961625,0.3294668608,0.7360846142,0.0429806939,0.0483878018
DB01203,0.0592310513,0.0547945205,0.0434782609,0.0430660732,0.0397350993,0.7727272727,0.0666666667,0.2875,0.2674418605,0,0.125,0.1111111111,0,0,0,0.2,0.4424700133,0.4425822471,0.1571291925,0.3684210526,0.2350680444,0.2204301075,0.1607699154,0.9575045208,0.6508589402,0.6296193387,0.7994579946,0.8617945007,0.6177180283,0.7735550277,0.01,0,0.99,0.9424511053,0.9780079662,0.779445335,0.3425814075,0.7421549335,0.0660260775,0.0719785963
DB01185,0.0653131825,0.0273972603,0.0260869565,0.0302329614,0,0.8409090909,0,0.1625,0.1511627907,0.0547945205,0.25,0,0,0,0.125,0.3,0.4722345624,0.4723774053,0.1696280107,0.3578947368,0.2413684476,0.2365591398,0.1689474855,0.5180831826,0.6861843697,0.7285357044,0.5248419151,0.5658465991,0.6001378835,0,1,0,0,0.9363742768,0.9720496506,0.7766436813,0.2582706812,0.7186757234,0.0642619215,0.0787686878
DB00709,0.0412050897,0.0410958904,0.052173913,0.0596198414,0.0132450331,0.5,0.2666666667,0.5,0.5465116279,0,0.125,0,0,0,0.125,0.1,0.3749444691,0.3749224084,0.0779264474,0.5578947368,0.4411542339,0.5107526882,0.0910658656,0.8254972875,0.597144931,0.6262850792,0.8319783198,0.6801736614,0.6149603585,0.5613618369,1,0,0,0.9603401496,0.9878945072,0.8287634086,0.3858520941,0.6857287775,0.0380356921,0.0456537439
CID11226413,0.1099732107,0.0684931507,0.0869565217,0.076473154,0.0463576159,0.7045454545,0.2133333333,0.325,0.3023255814,0.0410958904,0.3125,0.5555555556,0,0,0.25,0.3,0.4637938694,0.4636871508,0.2713898019,0.5052631579,0.351625504,0.3279569892,0.2993991989,0.3462929476,0.6982821195,0.7396499028,0.3550135501,0.5875542692,0.6459841434,0.6654790182,0.79,0,0.21,0.8983378425,0.9526546163,0.8731626713,0.3916798191,0.6570159539,0.100331661,0.1228374303
DB00277,0.030160983,0.0136986301,0.052173913,0.0364182901,0,0.5113636364,0.4133333333,0.575,0.5348837209,0,0.125,0.1111111111,0,0,0.125,0.1,0.3931585962,0.3929236499,0.0661950761,0.4210526316,0.3673765121,0.3709677419,0.0668669337,0.8146473779,0.6240019356,0.6562934148,0.8184281843,0.4442836469,0.4346776973,0.4687252573,0.94,0.06,0,0.9681956913,0.9907561774,0.849953356,0.3067984831,0.6803854461,0.0267156196,0.0351427532
DB00433,0.0737480909,0,0.0260869565,0.0184035861,0.0264900662,0.8068181818,0.16,0.15,0.1860465116,0.0547945205,0.25,0.2222222222,0,0,0,0.4,0.5544202577,0.5543140906,0.1917393795,0.4210526316,0.2366431452,0.2365591398,0.2100022252,0.5497287523,0.7377207839,0.7710475132,0.5085817525,0.6845151954,1,0.6991290578,0.25,0,0.75,0.9417842986,0.9761281808,0.8786631363,0.4380094567,0.6906440724,0.0721799944,0.0927957302
DB01162,0.0767824086,0.0273972603,0.0782608696,0.0541492151,0.0264900662,0.6704545455,0.24,0.4,0.3720930233,0,0.25,0.2222222222,0,0,0.125,0.3,0.3665037761,0.3662321539,0.1969085237,0.4421052632,0.3453251008,0.2956989247,0.2016021362,0.7160940325,0.6341640455,0.6674076132,0.7181571816,0.7221418234,1,0.6539984165,0.88,0,0.12,0.925134453,0.969903429,0.8298502738,0.4286475434,0.6738706241,0.0740505078,0.0891096684
DB00217,0.0295064341,0.0273972603,0.0260869565,0.0191393092,0.0264900662,0.7727272727,0.3066666667,0.2875,0.2674418605,0,0.0625,0.1111111111,0,0,0,0.1,0.4482452243,0.4481688392,0.0877197373,0.3263157895,0.1585181452,0.1182795699,0.0926791277,0.8598553345,0.6571497701,0.6398999722,0.7028003613,0.8675832127,1,0.9030087094,0,0,1,0.9742234153,0.9914240685,0.8681067045,0.4160066098,0.7259928683,0.0381304399,0.0425533754
DB00320,0.1209250958,0.0410958904,0.0869565217,0.0621212997,0.0264900662,0.7727272727,0.16,0.2875,0.2674418605,0,0.5,0.3333333333,0,0,0.375,0.5,0.5179920036,0.5176908752,0.3013897462,0.5368421053,0.4444304435,0.3655913978,0.3235425011,0.7386980108,0.6895717397,0.7249235899,0.7271906052,0.6657018813,0.4705274043,0.6817102138,0.54,0,0.46,0.8876682659,0.9386864449,0.8304264473,0.4328090053,0.7228031139,0.1102760887,0.1399898486
DB01594,0.0701109584,0.0136986301,0.0434782609,0.0403018566,0.0264900662,0.7159090909,0.16,0.25,0.2325581395,0.1095890411,0.1875,0.2222222222,0,0,0,0.2,0.4549089294,0.4549968963,0.1590283455,0.4526315789,0.267578125,0.3333333333,0.1766800178,0.5524412297,0.667069925,0.7065851625,0.559168925,0.5658465991,0.5356773526,0.3828186857,1,0,0,0.9331815784,0.9754586754,0.8449389509,0.2875788468,0.6174233094,0.0618056447,0.0740136431
DB06817,0.08960122,0.0410958904,0.0956521739,0.078837978,0.0397350993,0.6136363636,0.2533333333,0.425,0.3953488372,0.0410958904,0.1875,0.2222222222,0,0,0.125,0.2,0.3762772101,0.3761638734,0.196730565,0.4526315789,0.2802419355,0.3655913978,0.2159546061,0.9159132007,0.6082748609,0.5612670186,0.674796748,0.3219971056,0.2933471217,0.4125098971,0.25,0,0.74,0.9073194044,0.9635835679,0.8270457565,0.3015299989,0.6128274421,0.0820400572,0.0927847536
DB00777,0.0662219033,0,0.0260869565,0.0256714786,0.0331125828,0.8409090909,0.1066666667,0.1625,0.1976744186,0,0.1875,0.2222222222,0,0,0,0.3,0.5597512217,0.5599006828,0.1826551438,0.4,0.2188760081,0.1935483871,0.1977080552,0.5831826401,0.734817324,0.7421505974,0.4814814815,0.7018813314,1,0.749010293,0.03,0,0.97,0.946067536,0.9764434422,0.8635657346,0.4497945661,0.6837114521,0.0691764174,0.0862275914
DB00621,0.0585652558,0.0136986301,0.0260869565,0.0244522805,0,0.875,0,0.175,0.1627906977,0,0.25,0,0,0,0.125,0.3,0.5113282985,0.5114835506,0.161817292,0.3263157895,0.1926033266,0.1774193548,0.1593791722,0.5352622061,0.7004597145,0.744929147,0.5420054201,0.5658465991,0.6604619097,0,1,0,0,0.9462221666,0.9761949986,0.7855191764,0.2097657974,0.8236208367,0.0616749821,0.0764090794
